pathway	E1	E3	E4	E5	NS1	NS2	NS3	NS4	NS5	NS6	QS1	QS2	QS3	QS4	QS5	QS6	QS7	QS8	S1	S10	S14	S2	S3	S5	S6	S8	S9
PWY-6126	177.5554165690480	54.18770226537220	29.166666666666700	63.05172413793100	283.20000000000000	254.10889117748000	117.98820367328700	9.333333333333330	458.0655643394430	419.8389879240940	496.7115685686690	304.2103308183400	247.0806495867200	256.5207936939390	61.200000000000000	60.169807154423700	190.47089262613200	464.28298459750100	7.2	14.0	68.4	55.200000000000000	1.2	0.0	14.0	0.0	0.0
PWY-6141	38.76923076923080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6147	111.76518218623500	45.333333333333300	33.333333333333300	59.071207430340600	236.0	218.98405951115800	98.50000000000000	8.0	383.9517994858610	350.0	414.97136038186200	255.47388781431300	210.4102491506230	214.00000000000000	51.0	50.25	159.0	387.98273657289	0.0	12.0	57.0	50.440154440154400	1.0	0.0	8.000000000000000	0.0	0.0
PWY-6148	40.47635726795100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6151	0.0	14.72	0.0	0.0	0.0	44.319557466945900	36.636227855992500	0.0	50.33136567813550	65.03667481662590	64.31195449216210	15.637775224371900	18.859522074119500	7.887619133655540	0.0	20.374514300490600	60.904788112273000	10.889008453775000	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6163	143.0	46.0	25.0	57.74818401937050	236.0	214.3873873873870	100.17738883632900	8.88888888888889	384.6896376995190	350.0	416.66510976179400	255.56067588325700	207.62877546242100	214.7882136279930	51.0	52.30016652789340	162.7986348122870	387.58761831670500	6.000000000000000	13.333333333333300	57.0	46.0	1.0	0.0	12.85714285714290	0.0	0.0
PWY-6167	74.32600916465620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6174	45.12895241415370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-621	0.0	13.685950413223100	0.0	0.0	0.0	44.45676274944570	29.769230769230800	0.0	60.74547647768400	0.0	58.308510638297900	48.811387900355900	18.575941676792200	19.09090909090910	0.0	25.21224489795920	55.75581395348840	21.391194968553500	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6269	0.0	39.48387096774190	29.032258064516100	51.89050598497880	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5	0.0	0.0	0.0	0.0	9.240641711229950	0.0	0.0
PWY-6277	171.60000000000000	50.31250000000000	25.0	58.506493506493500	283.20000000000000	254.4	118.2	8.0	456.98721704394100	419.4331983805670	495.0750427768270	304.8	246.09717358679300	256.476370510397	61.20000000000000	59.712662337662300	190.22480620155000	463.80000000000000	7.200000000000000	12.0	68.4	55.20000000000000	1.2	0.0	13.090909090909100	0.0	0.0
